,t_ts,tau_fb_ts_1,tau_fb_ts_2,tau_ts_1,tau_ts_2,th_d_ts_1,th_d_ts_2,th_dd_ts_1,th_dd_ts_2,th_ts_1,th_ts_2,th_ts_2_rel,th_d_ts_2_rel
1,0.0,0.0,0.0,0.0,0.0,-0.006179058576043857,0.00219780096388753,-0.6177265141541997,0.21941134131495701,-1.4708272243299017,-1.4707853331795926,4.18911503090591e-05,0.008376859539931386
2,0.01,0.0,0.0,0.0,0.0,-0.012352737601733494,0.004384541591572667,-0.6169197339812738,0.21775276180621156,-1.4709198900337361,-1.4707524076460223,0.00016748238771380208,0.01673727919330616
3,0.02,0.0,0.0,0.0,0.0,-0.01851566362159613,0.006549180383090695,-0.6155761160856229,0.21499160177056048,-1.4710742432360016,-1.47069771602859,0.00037652720741165874,0.025064844004686827
4,0.03,0.0,0.0,0.0,0.0,-0.024662475366467308,0.00868071350249372,-0.6136971834874284,0.21113256857544951,-1.4712901495876025,-1.470621534404062,0.0006686151835404441,0.033343188868961024
5,0.04,0.0,0.0,0.0,0.0,-0.03078782983855142,0.010768193590655688,-0.6112850672750146,0.20618224982076763,-1.4715674212130425,-1.4705242486208476,0.0010431725921948853,0.041556023429207105
6,0.05,0.0,0.0,0.0,0.0,-0.03688640838653664,0.012800748554141803,-0.6083425054300527,0.2001491104909601,-1.4719058169235226,-1.4704063536402612,0.0014994632832614485,0.04968715694067844
7,0.06,0.0,0.0,0.0,0.0,-0.04295292276706471,0.014767600320692372,-0.6048728412679657,0.19304348910524163,-1.4723050424907265,-1.4702684526900562,0.00203658980067023,0.05772052308775708
8,0.07,0.0,0.0,0.0,0.0,-0.048982121188535135,0.016658083550639833,-0.6008800214578935,0.18487759272895707,-1.4727647509811357,-1.4701112562306156,0.0026534947505201245,0.06564020473917496
9,0.08,0.0,0.0,0.0,0.0,-0.054968794332833464,0.018461664292076546,-0.5963685935799959,0.17566549068319565,-1.473284543150676,-1.4699355807342964,0.0033489624163796083,0.07343045862491002
10,0.09,0.0,0.0,0.0,0.0,-0.06090778135012121,0.0201679585658436,-0.5913437031720206,0.16542310676656743,-1.4738639678994514,-1.4697423472785633,0.004121620620888056,0.08107573991596481
11,0.1,0.0,0.0,0.0,0.0,-0.06679397582131885,0.02176675086444625,-0.5858110902121669,0.1541682097829008,-1.4745025227862678,-1.4695325799536874,0.004969942832580454,0.0885607266857651
12,0.11,0.0,0.0,0.0,0.0,-0.07262233168236301,0.023248012546852794,-0.5797770849812969,0.14192040215181623,-1.475199654602597,-1.46930740408596,0.005892250516636999,0.09587034422921581
13,0.12,0.0,0.0,0.0,0.0,-0.07838786910373434,0.024601920108834684,-0.5732486032446991,0.1287011063662169,-1.4759547600055642,-1.4690680442775643,0.006886715727999926,0.10298978921256902
14,0.13,0.0,0.0,0.0,0.0,-0.08408568031814487,0.025818873306098142,-0.5662331406919059,0.11453354905172121,-1.476767186209479,-1.4688158222644585,0.007951363945020606,0.109904553624243
15,0.14,0.0,0.0,0.0,0.0,-0.08971093538865542,0.026889513104980473,-0.5587387665725715,0.0994427423784077,-1.4776362317353502,-1.468552154593868,0.009084077141482183,0.11660044849363589
16,0.15,0.0,0.0,0.0,0.0,-0.09525888790887625,0.027804739432982728,-0.5507741164671655,0.08345546257488731,-1.4785611472177511,-1.4682785501232478,0.010282597094503299,0.12306362734185898
17,0.16,0.0,0.0,0.0,0.0,-0.10072488062630108,0.028555728698928286,-0.5423483841333144,0.06660022529903122,-1.47954113626831,-1.4679966073428639,0.011544528925446107,0.12928060932522936
18,0.17,0.0,0.0,0.0,0.0,-0.10610435097924811,0.029133951050119927,-0.5334713123719219,0.04890725762845341,-1.480575356395009,-1.4677080115244618,0.012867344870547193,0.13523830202936804
19,0.18,0.0,0.0,0.0,0.0,-0.11139283653734532,0.029531187331562174,-0.5241531828617736,0.03040846644713438,-1.4816629199763802,-1.467414531698822,0.014248388277558142,0.14092402386890748
20,0.19,0.0,0.0,0.0,0.0,-0.11658598033501211,0.02973954571016466,-0.5144048049171599,0.011137403022403257,-1.4828028952895793,-1.4671180174653664,0.015684877824212906,0.14632552604517676
21,0.2,0.0,0.0,0.0,0.0,-0.12167953608696837,0.02975147792489098,-0.5042375031299821,-0.008870776411511174,-1.4839943075912145,-1.4668203956373604,0.017173911953854093,0.15143101401185935
22,0.21,0.0,0.0,0.0,0.0,-0.12666937327445651,0.029559795122106963,-0.4936631038658549,-0.02957935422110461,-1.4852361402496927,-1.4665236667266524,0.018712473523040396,0.15622916839656348
23,0.22,0.0,0.0,0.0,0.0,-0.13155148209060097,0.029157683233950276,-0.4826939205927124,-0.05095009922033556,-1.486527335927734,-1.4662299012723092,0.020297434655424773,0.16070916532455123
24,0.23,0.0,0.0,0.0,0.0,-0.13632197823316333,0.028538717856427424,-0.4713427380302695,-0.07294331889134344,-1.4878667978135862,-1.4659412360179331,0.02192556179565308,0.16486069608959075
25,0.24,0.0,0.0,0.0,0.0,-0.14097710753288753,0.027696878583172897,-0.45962279511926385,-0.09551791603793473,-1.4892533908993553,-1.465659869942882,0.02359352095647327,0.16867398611606044
26,0.25,0.0,0.0,0.0,0.0,-0.14551325040567326,0.02662656275040829,-0.4475477668204943,-0.11863144989220711,-1.4906859433047472,-1.465388060153059,0.02529788315168835,0.17213981315608154
27,0.26,0.0,0.0,0.0,0.0,-0.1499269261169734,0.02532259854863562,-0.4351317447651658,-0.14224020165431264,-1.492163247644403,-1.465128117637382,0.027035130007020847,0.175249524665609
28,0.27,0.0,0.0,0.0,0.0,-0.15421479684708506,0.023780257457006338,-0.4223892167897288,-0.1662992444037672,-1.4936840624368908,-1.4648824028964875,0.028801659540403257,0.1779950543040914
29,0.28,0.0,0.0,0.0,0.0,-0.15837367154639362,0.021995265957135243,-0.40933504540011295,-0.19076251727831048,-1.4952471135533107,-1.4646533214506554,0.030593792102655337,0.18036893750352886
30,0.29,0.0,0.0,0.0,0.0,-0.16240050957013624,0.019963816484380118,-0.3959844452217388,-0.2155829037739984,-1.4968510957033572,-1.4644433192343767,0.03240777646898052,0.18236432605451636
31,0.3,0.0,0.0,0.0,0.0,-0.16629242408287148,0.017682577576281118,-0.3823529595028521,-0.24071231397834802,-1.498494673956585,-1.4642548778853879,0.03423979607119709,0.1839750016591526
32,0.31,0.0,0.0,0.0,0.0,-0.1700466852235697,0.015148703179940114,-0.3684564357492521,-0.26610177050782874,-1.5001764852965316,-1.4640905099363972,0.03608597536013436,0.1851953884035098
33,0.32,0.0,0.0,0.0,0.0,-0.1736607230230703,0.012359841082601946,-0.3543110005782929,-0.29170149788229055,-1.5018951402052578,-1.4639527539180905,0.037942386287167285,0.18602056410567225
34,0.33,0.0,0.0,0.0,0.0,-0.17713213006657497,0.009314140432557695,-0.33993303388890106,-0.3174610150326786,-1.5036492242757944,-1.4638441693823547,0.03980505489343966,0.18644627049913265
35,0.34,0.0,0.0,0.0,0.0,-0.18045866389485335,0.006010258320694601,-0.32533914245209394,-0.34332923060525405,-1.5054372998499115,-1.463767331854966,0.04166996799494549,0.18646892221554795
36,0.35000000000000003,0.0,0.0,0.0,0.0,-0.1836382491389169,0.002447365396536459,-0.31054613303298967,-0.36925454069599994,-1.507257907678572,-1.4637248277272685,0.0435330799513034,0.18608561453545336
37,0.36,0.0,0.0,0.0,0.0,-0.18666897938405216,-0.001374849503587864,-0.2955709851604457,-0.39518492862333726,-1.50910956860238,-1.4637192490966167,0.04539031950576344,0.1852941298804643
38,0.37,0.0,0.0,0.0,0.0,-0.18954911876028654,-0.005456175734582058,-0.2804308236640647,-0.4210680663263715,-1.5109907852493067,-1.463753188565552,0.04723759668375483,0.18409294302570448
39,0.38,0.0,0.0,0.0,0.0,-0.19227710325756817,-0.009795878240947664,-0.26514289110045086,-0.4468514169595848,-1.512900043746941,-1.4638292340098524,0.049070809737088654,0.1824812250166205
40,0.39,0.0,0.0,0.0,0.0,-0.19485154176516448,-0.014392695985248349,-0.2497245201910016,-0.4724823382439138,-1.5148358154465174,-1.4639499633257096,0.050885852120807755,0.18045884577991614
41,0.4,0.0,0.0,0.0,0.0,-0.19727121683600224,-0.019244841412009356,-0.23419310639239727,-0.4979081861281829,-1.5167965586559582,-1.4641179391663652,0.05267861948959296,0.17802637542399288
42,0.41000000000000003,0.0,0.0,0.0,0.0,-0.1995350851778703,-0.024350000947921772,-0.21856608071812025,-0.5230764183144487,-1.518780720379193,-1.4643357036785694,0.05444501670062363,0.17518508422994852
43,0.42,0.0,0.0,0.0,0.0,-0.20164227787456976,-0.029705336534776267,-0.20286088292489488,-0.5479346972056525,-1.5207867380590367,-1.4646057732492082,0.056180964809828586,0.17193694133979348
44,0.43,0.0,0.0,0.0,0.0,-0.2035921003412059,-0.03530748818718124,-0.1870949351720441,-0.5724309918439681,-1.522813041320945,-1.4649306332723953,0.05788240804854983,0.16828461215402465
45,0.44,0.0,0.0,0.0,0.0,-0.20538403201886032,-0.04115257756287542,-0.17128561625425717,-0.5965136784235764,-1.5248580537150163,-1.4653127329472133,0.059545320767802945,0.16423145445598492
46,0.45,0.0,0.0,0.0,0.0,-0.2070177258148446,-0.04723621252937941,-0.155450236499582,-0.6201316389814306,-1.5269201944536608,-1.4657544801161564,0.061165714337504395,0.1597815132854652
47,0.46,0.0,0.0,0.0,0.0,-0.2084930072956049,-0.05355349270688389,-0.13960601341443699,-0.6432343578941545,-1.528997880142431,-1.4662582361541383,0.06273964398829279,0.15493951458872102
48,0.47000000000000003,0.0,0.0,0.0,0.0,-0.20980987364011205,-0.06009901596369422,-0.12377004814643804,-0.6657720158377576,-1.5310895265015765,-1.4668263109177135,0.06426321558386294,0.14971085767641784
49,0.48,0.0,0.0,0.0,0.0,-0.21096849236221918,-0.06686688583727535,-0.10795930282396239,-0.687695580898999,-1.5331935500759686,-1.4674609577639042,0.06573259231206441,0.14410160652494383
50,0.49,0.0,0.0,0.0,0.0,-0.21196919981099743,-0.07385071985100401,-0.09219057881878069,-0.7089568965625304,-1.535308369931133,-1.468164368647743,0.06714400128338992,0.13811847995999343
51,0.5,0.0,0.0,0.0,0.0,-0.2128124994584573,-0.08104365869416276,-0.07648049596503216,-0.7295087663357966,-1.5374324093332135,-1.4689386693073267,0.0684937400258867,0.13176884076429451
52,0.51,0.0,0.0,0.0,0.0,-0.2134990599843304,-0.08843837623052872,-0.06084547275451733,-0.7493050348133481,-1.5395640974107898,-1.4697859145448426,0.06977818286594717,0.1250606837538017
53,0.52,0.0,0.0,0.0,0.0,-0.21402971316771854,-0.09602709029913019,-0.045301707514848306,-0.7683006650234024,-1.5417018707965704,-1.470708083611673,0.07099378718489735,0.11800262286858836
54,0.53,0.0,0.0,0.0,0.0,-0.21440545159541613,-0.10380157426938173,-0.02986516056378671,-0.7864518119412485,-1.5438441752470764,-1.4717070757053108,0.07213709954176561,0.1106038773260344
55,0.54,0.0,0.0,0.0,0.0,-0.21462742619658073,-0.1117531693118638,-0.014551537320207022,-0.8037158920959645,-1.5459894672385326,-1.4727847055854373,0.07320476165309531,0.10287425688471694
56,0.55,0.0,0.0,0.0,0.0,-0.2146969436131685,-0.11987279734548521,0.0006237276602163404,-0.8200516492383314,-1.5481362155372762,-1.4739426993161224,0.07419351622115378,0.09482414626768328
57,0.56,0.0,0.0,0.0,0.0,-0.21461546341517335,-0.1281509746216481,0.01564548576805745,-0.8354192160779942,-1.5502829027430864,-1.4751826901407146,0.07510021260237187,0.08646448879352525
58,0.5700000000000001,0.0,0.0,0.0,0.0,-0.21438459516922095,-0.13657782590630932,0.030498888596048296,-0.8497801721365362,-1.5524280268039272,-1.4765062144955936,0.0759218123083336,0.07780676926291163
59,0.58,0.0,0.0,0.0,0.0,-0.21400609536847762,-0.14514309922148327,0.045169401431496746,-0.8630975977993768,-1.5545701025006753,-1.4779147081685735,0.07665539433210176,0.06886299614699434
60,0.59,0.0,0.0,0.0,0.0,-0.2134818642311556,-0.15383618110873057,0.059642816057184724,-0.8753361246830214,-1.5567076629004843,-1.479409502607361,0.07729816029312331,0.05964568312242502
61,0.6,0.0,0.0,0.0,0.0,-0.21281394237414095,-0.16264611237849563,0.07390526293966936,-0.8864619824646728,-1.5588392607775061,-1.4809918213831073,0.07784743939439887,0.05016782999564531
62,0.61,0.0,0.0,0.0,0.0,-0.21200450736745172,-0.17156160431076703,0.08794322288931401,-0.8964430423479451,-1.5609634699997454,-1.482662776813738,0.07830069318600752,0.04044290305668469
63,0.62,0.0,0.0,0.0,0.0,-0.21105587017437044,-0.18057105527438663,0.10174353828033719,-0.9052488573615475,-1.5630788868808867,-1.484423366751409,0.07865552012947763,0.03048481489998381
